item_id,declaration_id,year,customs_office_code,customs_office_name,regime,registration_serial,registration_number,reference_number,registration_date,hs_code,commercial_description,country_of_origin,country_of_origin_code,country_of_export,country_of_export_code,country_of_destination,country_of_destination_code,uom,qty_by_uom,actual_unit_price,price_basis,local_amount,sup_amount,invoice_amount,net_weight,gross_weight,status,specification_code,warehouse_code,exit_office_code,exit_officer_id,operation_name,operation_date,encrypted_declarant_cr,encrypted_consignee_cr,encrypted_exporter_cr,declaration_date,year_month,hs_clean,hs2,hs6,is_reexport,trade_type,local_amount_clean,invoice_amount_clean,sup_amount_clean,net_weight_clean,gross_weight_clean,partner_country_code,active_cr,hs_desc
2020-2601-8-10453-1,2020-2601-8-10453,2020,2601,Dry Port - Hidd,EX,8,10453,12038,7/24/2020,1006301000,Long-grain milled rice,BH,BH,BH,BH,US,US,KGM,2185.17,1.49,CIF,1224.22,2.88,3255.9,2185.17,2416.2,Released,8,6,2601,693,,,CR_HASH_248,,CR_HASH_022,2020-07-24,2020-07,100630100000,10,100630,True,Re-export,1224.22,3255.9,2.88,2185.17,2416.2,US,CR_HASH_022,Long-grain milled rice
2020-2501-1-10454-1,2020-2501-1-10454,2020,2501,Bahrain International Airport,IM,1,10454,79255,9/7/2020,8504400090,Static converters,AE,AE,JP,JP,BH,BH,NMB,5.0,87.76,CIF,164.99,2.37,438.8,7.6,8.2,Released,8,6,2501,233,,,CR_HASH_134,CR_HASH_024,,2020-09-07,2020-09,850440009000,85,850440,False,Import,164.99,438.8,2.37,7.6,8.2,AE,CR_HASH_024,Static converters
2020-2601-9-10455-1,2020-2601-9-10455,2020,2601,Dry Port - Hidd,IM,9,10455,17118,12/24/2020,3923301000,Plastic bottles for packaging,EG,EG,EG,EG,BH,BH,NMB,11.0,0.45,CIF,1.86,0.64,4.95,17.64,20.31,Released,8,5,2601,129,,,CR_HASH_097,CR_HASH_020,,2020-12-24,2020-12,392330100000,39,392330,False,Import,1.86,4.95,0.64,17.64,20.31,EG,CR_HASH_020,Plastic bottles for packaging
2020-2701-4-10456-1,2020-2701-4-10456,2020,2701,Khalifa Bin Salman Port,IM,4,10456,92277,6/28/2020,2710192100,Gas oils for diesel engines,AE,AE,AE,AE,BH,BH,LTR,12174.41,0.52,CIF,2380.34,3.04,6330.69,9606.81,10715.95,Released,2,6,2701,558,,,CR_HASH_101,CR_HASH_022,,2020-06-28,2020-06,271019210000,27,271019,False,Import,2380.34,6330.69,3.04,9606.81,10715.95,AE,CR_HASH_022,Gas oils for diesel engines
2020-2501-8-10457-1,2020-2501-8-10457,2020,2501,Bahrain International Airport,IM,8,10457,49457,8/26/2020,1006301000,Long-grain milled rice,JP,JP,JP,JP,BH,BH,KGM,1626.84,0.9,FOB,550.52,0.84,1464.16,1626.84,1907.92,Released,4,8,2501,701,,,CR_HASH_205,CR_HASH_012,,2020-08-26,2020-08,100630100000,10,100630,False,Import,550.52,1464.16,0.84,1626.84,1907.92,JP,CR_HASH_012,Long-grain milled rice
2020-2801-5-10458-1,2020-2801-5-10458,2020,2801,King Fahd Causeway,IM,5,10458,96715,2/1/2020,8703221000,Passenger cars 1000-1500cc,IN,IN,IN,IN,BH,BH,NMB,193.0,8545.34,FOB,620118.23,2.2,1649250.62,228.47,272.02,Released,2,8,2801,265,,,CR_HASH_160,CR_HASH_031,,2020-02-01,2020-02,870322100000,87,870322,False,Import,620118.23,1649250.62,2.2,228.47,272.02,IN,CR_HASH_031,Passenger cars 1000-1500cc
2020-2601-4-10459-1,2020-2601-4-10459,2020,2601,Dry Port - Hidd,EX,4,10459,89641,3/15/2020,2710192100,Gas oils for diesel engines,BH,BH,BH,BH,CN,CN,LTR,18297.65,1.13,FOB,7774.3,0.74,20676.34,15487.84,16832.17,Released,5,7,2601,747,,,CR_HASH_089,,CR_HASH_005,2020-03-15,2020-03,271019210000,27,271019,True,Re-export,7774.3,20676.34,0.74,15487.84,16832.17,CN,CR_HASH_005,Gas oils for diesel engines
2020-2601-8-10460-1,2020-2601-8-10460,2020,2601,Dry Port - Hidd,IM,8,10460,16245,6/14/2020,8517120000,Cellular telephones,CN,CN,CN,CN,BH,BH,NMB,15.0,4905.9,CIF,27669.28,3.77,73588.5,32.4,36.91,Released,2,6,2601,690,,,CR_HASH_205,CR_HASH_002,,2020-06-14,2020-06,851712000000,85,851712,False,Import,27669.28,73588.5,3.77,32.4,36.91,CN,CR_HASH_002,Cellular telephones
2020-2701-4-10461-1,2020-2701-4-10461,2020,2701,Khalifa Bin Salman Port,IM,4,10461,34192,3/11/2020,8471300000,Portable laptop computers,CN,CN,JP,JP,BH,BH,NMB,78.0,324.47,FOB,9516.06,4.51,25308.66,367.03,413.17,Released,7,9,2701,934,,,CR_HASH_053,CR_HASH_048,,2020-03-11,2020-03,847130000000,84,847130,False,Import,9516.06,25308.66,4.51,367.03,413.17,CN,CR_HASH_048,Portable laptop computers
2020-2801-9-10462-1,2020-2801-9-10462,2020,2801,King Fahd Causeway,EX,9,10462,28397,11/9/2020,3923301000,Plastic bottles for packaging,BH,BH,BH,BH,AE,AE,NMB,128.0,0.66,EXW,31.76,2.85,84.48,331.71,396.32,Released,6,2,2801,404,,,CR_HASH_033,,CR_HASH_041,2020-11-09,2020-11,392330100000,39,392330,True,Re-export,31.76,84.48,2.85,331.71,396.32,AE,CR_HASH_041,Plastic bottles for packaging
2020-2801-1-10463-1,2020-2801-1-10463,2020,2801,King Fahd Causeway,IM,1,10463,22503,9/21/2020,8471300000,Portable laptop computers,SA,SA,SA,SA,BH,BH,NMB,138.0,701.6,EXW,36404.62,2.78,96820.8,944.56,1126.68,Released,5,4,2801,735,,,CR_HASH_221,CR_HASH_008,,2020-09-21,2020-09,847130000000,84,847130,False,Import,36404.62,96820.8,2.78,944.56,1126.68,SA,CR_HASH_008,Portable laptop computers
2020-2601-6-10464-1,2020-2601-6-10464,2020,2601,Dry Port - Hidd,EX,6,10464,86487,11/18/2020,6109100000,Cotton t-shirts,BH,BH,BH,BH,TH,TH,NMB,197.0,6.92,EXW,512.58,3.11,1363.24,260.88,297.31,Released,4,1,2601,324,,,CR_HASH_094,,CR_HASH_010,2020-11-18,2020-11,610910000000,61,610910,True,Re-export,512.58,1363.24,3.11,260.88,297.31,TH,CR_HASH_010,Cotton t-shirts
2020-2601-1-10465-1,2020-2601-1-10465,2020,2601,Dry Port - Hidd,EX,1,10465,23582,6/13/2020,3923301000,Plastic bottles for packaging,BH,BH,BH,BH,US,US,NMB,54.0,0.43,FOB,8.73,4.43,23.22,200.11,220.23,Released,9,9,2601,183,,,CR_HASH_127,,CR_HASH_023,2020-06-13,2020-06,392330100000,39,392330,True,Re-export,8.73,23.22,4.43,200.11,220.23,US,CR_HASH_023,Plastic bottles for packaging
2020-2601-5-10466-1,2020-2601-5-10466,2020,2601,Dry Port - Hidd,EX,5,10466,79527,11/18/2020,1006301000,Long-grain milled rice,BH,BH,BH,BH,US,US,KGM,3225.83,1.45,FOB,1758.72,3.93,4677.45,3225.83,3720.42,Pending,4,4,2601,802,,,CR_HASH_071,,CR_HASH_045,2020-11-18,2020-11,100630100000,10,100630,True,Re-export,1758.72,4677.45,3.93,3225.83,3720.42,US,CR_HASH_045,Long-grain milled rice
2020-2801-5-10467-1,2020-2801-5-10467,2020,2801,King Fahd Causeway,IM,5,10467,88227,4/10/2020,2710192100,Gas oils for diesel engines,US,US,US,US,BH,BH,LTR,18883.91,0.76,EXW,5396.27,2.45,14351.77,16127.05,17245.58,Released,3,2,2801,445,,,CR_HASH_082,CR_HASH_047,,2020-04-10,2020-04,271019210000,27,271019,False,Import,5396.27,14351.77,2.45,16127.05,17245.58,US,CR_HASH_047,Gas oils for diesel engines
2020-2501-7-10468-1,2020-2501-7-10468,2020,2501,Bahrain International Airport,EX,7,10468,36647,7/21/2020,1006301000,Long-grain milled rice,BH,BH,BH,BH,CN,CN,KGM,352.88,1.47,EXW,195.04,1.81,518.73,352.88,381.35,Held,8,5,2501,561,,,CR_HASH_220,,CR_HASH_018,2020-07-21,2020-07,100630100000,10,100630,True,Re-export,195.04,518.73,1.81,352.88,381.35,CN,CR_HASH_018,Long-grain milled rice
2020-2501-8-10469-1,2020-2501-8-10469,2020,2501,Bahrain International Airport,EX,8,10469,28147,9/15/2020,2710192100,Gas oils for diesel engines,BH,BH,BH,BH,CN,CN,LTR,15185.63,0.46,FOB,2626.51,3.32,6985.39,11779.12,14092.97,Released,9,3,2501,277,,,CR_HASH_164,,CR_HASH_020,2020-09-15,2020-09,271019210000,27,271019,True,Re-export,2626.51,6985.39,3.32,11779.12,14092.97,CN,CR_HASH_020,Gas oils for diesel engines
2020-2601-6-10470-1,2020-2601-6-10470,2020,2601,Dry Port - Hidd,IM,6,10470,17407,2/18/2020,8471300000,Portable laptop computers,TH,TH,SA,SA,BH,BH,NMB,152.0,665.58,FOB,38039.23,1.38,101168.16,259.64,280.71,Released,7,6,2601,965,,,CR_HASH_027,CR_HASH_001,,2020-02-18,2020-02,847130000000,84,847130,False,Import,38039.23,101168.16,1.38,259.64,280.71,TH,CR_HASH_001,Portable laptop computers
2020-2501-5-10471-1,2020-2501-5-10471,2020,2501,Bahrain International Airport,EX,5,10471,24173,2/10/2020,6109100000,Cotton t-shirts,BH,BH,BH,BH,US,US,NMB,26.0,2.23,CIF,21.8,1.41,57.98,197.62,223.34,Released,2,8,2501,652,,,CR_HASH_053,,CR_HASH_046,2020-02-10,2020-02,610910000000,61,610910,True,Re-export,21.8,57.98,1.41,197.62,223.34,US,CR_HASH_046,Cotton t-shirts
2020-2501-4-10472-1,2020-2501-4-10472,2020,2501,Bahrain International Airport,EX,4,10472,21664,9/9/2020,6109100000,Cotton t-shirts,BH,BH,BH,BH,CN,CN,NMB,106.0,10.7,FOB,426.46,1.11,1134.2,70.9,75.66,Pending,4,6,2501,497,,,CR_HASH_058,,CR_HASH_020,2020-09-09,2020-09,610910000000,61,610910,True,Re-export,426.46,1134.2,1.11,70.9,75.66,CN,CR_HASH_020,Cotton t-shirts
2020-2501-6-10473-1,2020-2501-6-10473,2020,2501,Bahrain International Airport,IM,6,10473,66453,4/25/2020,3923301000,Plastic bottles for packaging,US,US,IN,IN,BH,BH,NMB,104.0,0.37,EXW,14.47,4.16,38.48,500.51,562.69,Held,3,1,2501,237,,,CR_HASH_175,CR_HASH_045,,2020-04-25,2020-04,392330100000,39,392330,False,Import,14.47,38.48,4.16,500.51,562.69,US,CR_HASH_045,Plastic bottles for packaging
2020-2701-5-10474-1,2020-2701-5-10474,2020,2701,Khalifa Bin Salman Port,IM,5,10474,98664,4/1/2020,1006301000,Long-grain milled rice,CN,CN,CN,CN,BH,BH,KGM,3450.19,1.24,EXW,1608.62,2.62,4278.24,3450.19,3764.27,Released,7,8,2701,558,,,CR_HASH_066,CR_HASH_033,,2020-04-01,2020-04,100630100000,10,100630,False,Import,1608.62,4278.24,2.62,3450.19,3764.27,CN,CR_HASH_033,Long-grain milled rice
2020-2701-9-10475-1,2020-2701-9-10475,2020,2701,Khalifa Bin Salman Port,IM,9,10475,80469,2/3/2020,102211000,"Live cattle, pure-bred breeding",AE,AE,JP,JP,BH,BH,NMB,32.0,10078.55,EXW,121265.11,2.31,322513.6,75.89,88.06,Released,6,7,2701,991,,,CR_HASH_154,CR_HASH_047,,2020-02-03,2020-02,102211000000,10,102211,False,Import,121265.11,322513.6,2.31,75.89,88.06,AE,CR_HASH_047,"Live cattle, pure-bred breeding"
2020-2701-6-10476-1,2020-2701-6-10476,2020,2701,Khalifa Bin Salman Port,IM,6,10476,88164,9/6/2020,8517120000,Cellular telephones,CN,CN,CN,CN,BH,BH,NMB,2.0,969.35,EXW,728.95,4.88,1938.7,12.36,13.84,Released,7,8,2701,917,,,CR_HASH_012,CR_HASH_049,,2020-09-06,2020-09,851712000000,85,851712,False,Import,728.95,1938.7,4.88,12.36,13.84,CN,CR_HASH_049,Cellular telephones
2020-2501-6-10477-1,2020-2501-6-10477,2020,2501,Bahrain International Airport,EX,6,10477,86308,4/3/2020,1006301000,Long-grain milled rice,BH,BH,BH,BH,IN,IN,KGM,4956.42,0.69,CIF,1285.89,2.49,3419.93,4956.42,5323.54,Released,3,5,2501,265,,,CR_HASH_006,,CR_HASH_016,2020-04-03,2020-04,100630100000,10,100630,True,Re-export,1285.89,3419.93,2.49,4956.42,5323.54,IN,CR_HASH_016,Long-grain milled rice
2020-2501-6-10478-1,2020-2501-6-10478,2020,2501,Bahrain International Airport,IM,6,10478,62987,5/16/2020,6109100000,Cotton t-shirts,JP,JP,US,US,BH,BH,NMB,183.0,6.25,EXW,430.05,4.04,1143.75,1385.48,1464.45,Released,1,2,2501,801,,,CR_HASH_011,CR_HASH_034,,2020-05-16,2020-05,610910000000,61,610910,False,Import,430.05,1143.75,4.04,1385.48,1464.45,JP,CR_HASH_034,Cotton t-shirts
2020-2501-7-10479-1,2020-2501-7-10479,2020,2501,Bahrain International Airport,EX,7,10479,31713,3/6/2020,102211000,"Live cattle, pure-bred breeding",BH,BH,BH,BH,SA,SA,NMB,30.0,159.81,FOB,1802.66,0.7,4794.3,62.39,68.35,Pending,2,1,2501,407,,,CR_HASH_017,,CR_HASH_048,2020-03-06,2020-03,102211000000,10,102211,True,Re-export,1802.66,4794.3,0.7,62.39,68.35,SA,CR_HASH_048,"Live cattle, pure-bred breeding"
2020-2801-2-10480-1,2020-2801-2-10480,2020,2801,King Fahd Causeway,IM,2,10480,25447,2/22/2020,2710192100,Gas oils for diesel engines,CN,CN,AE,AE,BH,BH,LTR,1014.72,0.76,FOB,289.97,3.14,771.19,771.32,861.8,Released,1,5,2801,932,,,CR_HASH_176,CR_HASH_025,,2020-02-22,2020-02,271019210000,27,271019,False,Import,289.97,771.19,3.14,771.32,861.8,CN,CR_HASH_025,Gas oils for diesel engines
2020-2601-9-10481-1,2020-2601-9-10481,2020,2601,Dry Port - Hidd,IM,9,10481,35197,9/28/2020,8517120000,Cellular telephones,CN,CN,DE,DE,BH,BH,NMB,50.0,1115.29,CIF,20967.45,1.58,55764.5,234.82,271.98,Held,1,8,2601,932,,,CR_HASH_009,CR_HASH_047,,2020-09-28,2020-09,851712000000,85,851712,False,Import,20967.45,55764.5,1.58,234.82,271.98,CN,CR_HASH_047,Cellular telephones
2020-2801-2-10482-1,2020-2801-2-10482,2020,2801,King Fahd Causeway,IM,2,10482,57608,1/29/2020,8517120000,Cellular telephones,JP,JP,JP,JP,BH,BH,NMB,76.0,1039.46,EXW,29703.61,2.47,78998.96,295.93,326.38,Pending,7,7,2801,617,,,CR_HASH_028,CR_HASH_006,,2020-01-29,2020-01,851712000000,85,851712,False,Import,29703.61,78998.96,2.47,295.93,326.38,JP,CR_HASH_006,Cellular telephones
2020-2701-6-10483-1,2020-2701-6-10483,2020,2701,Khalifa Bin Salman Port,IM,6,10483,49920,10/6/2020,6109100000,Cotton t-shirts,AE,AE,AE,AE,BH,BH,NMB,150.0,11.09,EXW,625.48,4.86,1663.5,562.26,643.06,Released,1,9,2701,416,,,CR_HASH_224,CR_HASH_010,,2020-10-06,2020-10,610910000000,61,610910,False,Import,625.48,1663.5,4.86,562.26,643.06,AE,CR_HASH_010,Cotton t-shirts
2020-2801-6-10484-1,2020-2801-6-10484,2020,2801,King Fahd Causeway,IM,6,10484,70722,10/27/2020,6109100000,Cotton t-shirts,CN,CN,CN,CN,BH,BH,NMB,150.0,4.31,CIF,243.08,3.62,646.5,1162.58,1371.35,Released,4,3,2801,822,,,CR_HASH_082,CR_HASH_026,,2020-10-27,2020-10,610910000000,61,610910,False,Import,243.08,646.5,3.62,1162.58,1371.35,CN,CR_HASH_026,Cotton t-shirts
2020-2801-7-10485-1,2020-2801-7-10485,2020,2801,King Fahd Causeway,IM,7,10485,84197,12/27/2020,2710192100,Gas oils for diesel engines,US,US,US,US,BH,BH,LTR,5265.86,0.54,EXW,1069.18,0.98,2843.56,4069.87,4439.23,Released,8,1,2801,298,,,CR_HASH_095,CR_HASH_008,,2020-12-27,2020-12,271019210000,27,271019,False,Import,1069.18,2843.56,0.98,4069.87,4439.23,US,CR_HASH_008,Gas oils for diesel engines
2020-2501-3-10486-1,2020-2501-3-10486,2020,2501,Bahrain International Airport,IM,3,10486,94651,7/18/2020,8471300000,Portable laptop computers,CN,CN,JP,JP,BH,BH,NMB,100.0,316.8,CIF,11911.68,1.7,31680.0,144.04,160.14,Released,8,4,2501,345,,,CR_HASH_046,CR_HASH_042,,2020-07-18,2020-07,847130000000,84,847130,False,Import,11911.68,31680.0,1.7,144.04,160.14,CN,CR_HASH_042,Portable laptop computers
2020-2501-1-10487-1,2020-2501-1-10487,2020,2501,Bahrain International Airport,IM,1,10487,64784,4/1/2020,1006301000,Long-grain milled rice,AE,AE,AE,AE,BH,BH,KGM,161.42,1.4,CIF,84.97,4.46,225.99,161.42,186.44,Released,6,3,2501,812,,,CR_HASH_165,CR_HASH_034,,2020-04-01,2020-04,100630100000,10,100630,False,Import,84.97,225.99,4.46,161.42,186.44,AE,CR_HASH_034,Long-grain milled rice
2020-2601-5-10488-1,2020-2601-5-10488,2020,2601,Dry Port - Hidd,IM,5,10488,18406,6/14/2020,8517120000,Cellular telephones,CN,CN,IN,IN,BH,BH,NMB,185.0,973.27,CIF,67700.66,0.82,180054.95,378.46,416.63,Released,1,9,2601,924,,,CR_HASH_184,CR_HASH_031,,2020-06-14,2020-06,851712000000,85,851712,False,Import,67700.66,180054.95,0.82,378.46,416.63,CN,CR_HASH_031,Cellular telephones
2020-2601-7-10489-1,2020-2601-7-10489,2020,2601,Dry Port - Hidd,IM,7,10489,80923,3/4/2020,6109100000,Cotton t-shirts,AE,AE,AE,AE,BH,BH,NMB,116.0,10.7,CIF,466.69,2.0,1241.2,579.81,692.19,Released,7,8,2601,393,,,CR_HASH_247,CR_HASH_027,,2020-03-04,2020-03,610910000000,61,610910,False,Import,466.69,1241.2,2.0,579.81,692.19,AE,CR_HASH_027,Cotton t-shirts
2020-2801-8-10490-1,2020-2801-8-10490,2020,2801,King Fahd Causeway,EX,8,10490,32066,2/19/2020,3923301000,Plastic bottles for packaging,BH,BH,BH,BH,US,US,NMB,51.0,0.6,CIF,11.51,2.8,30.6,99.05,116.55,Released,4,6,2801,714,,,CR_HASH_003,,CR_HASH_019,2020-02-19,2020-02,392330100000,39,392330,True,Re-export,11.51,30.6,2.8,99.05,116.55,US,CR_HASH_019,Plastic bottles for packaging
2020-2501-4-10491-1,2020-2501-4-10491,2020,2501,Bahrain International Airport,IM,4,10491,30041,1/16/2020,1006301000,Long-grain milled rice,SA,SA,SA,SA,BH,BH,KGM,4469.34,0.44,CIF,739.41,4.74,1966.51,4469.34,5245.54,Released,8,8,2501,417,,,CR_HASH_148,CR_HASH_027,,2020-01-16,2020-01,100630100000,10,100630,False,Import,739.41,1966.51,4.74,4469.34,5245.54,SA,CR_HASH_027,Long-grain milled rice
2020-2601-5-10492-1,2020-2601-5-10492,2020,2601,Dry Port - Hidd,EX,5,10492,53222,7/23/2020,8703221000,Passenger cars 1000-1500cc,BH,BH,BH,BH,IN,IN,NMB,90.0,6175.79,CIF,208988.73,3.75,555821.1,352.97,385.41,Released,6,9,2601,310,,,CR_HASH_181,,CR_HASH_017,2020-07-23,2020-07,870322100000,87,870322,True,Re-export,208988.73,555821.1,3.75,352.97,385.41,IN,CR_HASH_017,Passenger cars 1000-1500cc
2020-2701-5-10493-1,2020-2701-5-10493,2020,2701,Khalifa Bin Salman Port,IM,5,10493,23924,4/19/2020,3923301000,Plastic bottles for packaging,CN,CN,CN,CN,BH,BH,NMB,12.0,0.42,FOB,1.9,1.9,5.04,60.54,65.0,Held,1,6,2701,134,,,CR_HASH_031,CR_HASH_008,,2020-04-19,2020-04,392330100000,39,392330,False,Import,1.9,5.04,1.9,60.54,65.0,CN,CR_HASH_008,Plastic bottles for packaging
2020-2601-8-10494-1,2020-2601-8-10494,2020,2601,Dry Port - Hidd,IM,8,10494,39163,8/17/2020,6109100000,Cotton t-shirts,US,US,US,US,BH,BH,NMB,148.0,12.93,FOB,719.53,2.25,1913.64,494.72,550.5,Released,1,3,2601,347,,,CR_HASH_018,CR_HASH_007,,2020-08-17,2020-08,610910000000,61,610910,False,Import,719.53,1913.64,2.25,494.72,550.5,US,CR_HASH_007,Cotton t-shirts
2020-2801-1-10495-1,2020-2801-1-10495,2020,2801,King Fahd Causeway,EX,1,10495,11327,2/22/2020,8703221000,Passenger cars 1000-1500cc,BH,BH,BH,BH,IN,IN,NMB,133.0,15853.76,EXW,792814.83,4.07,2108550.08,164.54,196.88,Released,4,3,2801,360,,,CR_HASH_201,,CR_HASH_007,2020-02-22,2020-02,870322100000,87,870322,True,Re-export,792814.83,2108550.08,4.07,164.54,196.88,IN,CR_HASH_007,Passenger cars 1000-1500cc
2020-2501-4-10496-1,2020-2501-4-10496,2020,2501,Bahrain International Airport,IM,4,10496,11514,8/7/2020,2710192100,Gas oils for diesel engines,AE,AE,AE,AE,BH,BH,LTR,665.0,0.39,FOB,97.52,4.0,259.35,559.33,645.35,Released,6,9,2501,531,,,CR_HASH_016,CR_HASH_010,,2020-08-07,2020-08,271019210000,27,271019,False,Import,97.52,259.35,4.0,559.33,645.35,AE,CR_HASH_010,Gas oils for diesel engines
2020-2801-1-10497-1,2020-2801-1-10497,2020,2801,King Fahd Causeway,IM,1,10497,38552,6/9/2020,2710192100,Gas oils for diesel engines,CN,CN,CN,CN,BH,BH,LTR,17760.82,0.67,EXW,4474.31,4.24,11899.75,16552.62,19063.37,Released,4,5,2801,537,,,CR_HASH_199,CR_HASH_033,,2020-06-09,2020-06,271019210000,27,271019,False,Import,4474.31,11899.75,4.24,16552.62,19063.37,CN,CR_HASH_033,Gas oils for diesel engines
2020-2601-4-10498-1,2020-2601-4-10498,2020,2601,Dry Port - Hidd,IM,4,10498,28171,10/27/2020,8471300000,Portable laptop computers,DE,DE,DE,DE,BH,BH,NMB,70.0,528.94,FOB,13921.7,3.75,37025.8,237.22,263.13,Released,4,1,2601,445,,,CR_HASH_014,CR_HASH_027,,2020-10-27,2020-10,847130000000,84,847130,False,Import,13921.7,37025.8,3.75,237.22,263.13,DE,CR_HASH_027,Portable laptop computers
2020-2701-3-10499-1,2020-2701-3-10499,2020,2701,Khalifa Bin Salman Port,IM,3,10499,16738,7/31/2020,8471300000,Portable laptop computers,SA,SA,IN,IN,BH,BH,NMB,115.0,478.23,EXW,20678.67,3.12,54996.45,787.4,871.04,Released,6,2,2701,599,,,CR_HASH_197,CR_HASH_017,,2020-07-31,2020-07,847130000000,84,847130,False,Import,20678.67,54996.45,3.12,787.4,871.04,SA,CR_HASH_017,Portable laptop computers
2020-2801-9-10500-1,2020-2801-9-10500,2020,2801,King Fahd Causeway,IM,9,10500,79553,7/4/2020,8517120000,Cellular telephones,SA,SA,SA,SA,BH,BH,NMB,23.0,273.91,EXW,2368.77,4.78,6299.93,76.98,91.05,Released,7,4,2801,867,,,CR_HASH_139,CR_HASH_014,,2020-07-04,2020-07,851712000000,85,851712,False,Import,2368.77,6299.93,4.78,76.98,91.05,SA,CR_HASH_014,Cellular telephones
2020-2801-2-10501-1,2020-2801-2-10501,2020,2801,King Fahd Causeway,IM,2,10501,12253,10/15/2020,6109100000,Cotton t-shirts,AE,AE,AE,AE,BH,BH,NMB,57.0,6.4,EXW,137.16,3.46,364.8,299.61,323.13,Pending,9,3,2801,540,,,CR_HASH_031,CR_HASH_007,,2020-10-15,2020-10,610910000000,61,610910,False,Import,137.16,364.8,3.46,299.61,323.13,AE,CR_HASH_007,Cotton t-shirts
2020-2501-7-10502-1,2020-2501-7-10502,2020,2501,Bahrain International Airport,EX,7,10502,65655,6/18/2020,8703221000,Passenger cars 1000-1500cc,BH,BH,BH,BH,AE,AE,NMB,74.0,5299.51,CIF,147453.57,4.88,392163.74,450.3,506.18,Released,3,4,2501,922,,,CR_HASH_140,,CR_HASH_029,2020-06-18,2020-06,870322100000,87,870322,True,Re-export,147453.57,392163.74,4.88,450.3,506.18,AE,CR_HASH_029,Passenger cars 1000-1500cc
2020-2601-1-10503-1,2020-2601-1-10503,2020,2601,Dry Port - Hidd,EX,1,10503,33005,2/29/2020,102211000,"Live cattle, pure-bred breeding",BH,BH,BH,BH,SA,SA,NMB,127.0,2471.75,FOB,118031.01,0.86,313912.25,1007.04,1166.58,Released,2,1,2601,475,,,CR_HASH_035,,CR_HASH_017,2020-02-29,2020-02,102211000000,10,102211,True,Re-export,118031.01,313912.25,0.86,1007.04,1166.58,SA,CR_HASH_017,"Live cattle, pure-bred breeding"
2020-2501-4-10504-1,2020-2501-4-10504,2020,2501,Bahrain International Airport,EX,4,10504,31003,7/31/2020,3923301000,Plastic bottles for packaging,BH,BH,BH,BH,US,US,NMB,70.0,0.36,CIF,9.48,1.47,25.2,108.24,119.12,Released,2,2,2501,398,,,CR_HASH_248,,CR_HASH_039,2020-07-31,2020-07,392330100000,39,392330,True,Re-export,9.48,25.2,1.47,108.24,119.12,US,CR_HASH_039,Plastic bottles for packaging
2020-2801-9-10505-1,2020-2801-9-10505,2020,2801,King Fahd Causeway,IM,9,10505,71286,3/20/2020,2710192100,Gas oils for diesel engines,AE,AE,AE,AE,BH,BH,LTR,6832.75,0.78,FOB,2003.91,2.47,5329.55,6010.87,6819.46,Released,2,4,2801,227,,,CR_HASH_022,CR_HASH_026,,2020-03-20,2020-03,271019210000,27,271019,False,Import,2003.91,5329.55,2.47,6010.87,6819.46,AE,CR_HASH_026,Gas oils for diesel engines
2020-2601-5-10506-1,2020-2601-5-10506,2020,2601,Dry Port - Hidd,IM,5,10506,75514,3/23/2020,3923301000,Plastic bottles for packaging,DE,DE,CN,CN,BH,BH,NMB,6.0,0.33,EXW,0.74,4.81,1.98,32.35,35.9,Held,4,7,2601,337,,,CR_HASH_024,CR_HASH_040,,2020-03-23,2020-03,392330100000,39,392330,False,Import,0.74,1.98,4.81,32.35,35.9,DE,CR_HASH_040,Plastic bottles for packaging
2020-2701-4-10507-1,2020-2701-4-10507,2020,2701,Khalifa Bin Salman Port,IM,4,10507,11246,10/18/2020,6109100000,Cotton t-shirts,CN,CN,CN,CN,BH,BH,NMB,56.0,6.18,EXW,130.13,4.76,346.08,80.04,95.16,Released,4,4,2701,801,,,CR_HASH_155,CR_HASH_029,,2020-10-18,2020-10,610910000000,61,610910,False,Import,130.13,346.08,4.76,80.04,95.16,CN,CR_HASH_029,Cotton t-shirts
2020-2701-7-10508-1,2020-2701-7-10508,2020,2701,Khalifa Bin Salman Port,EX,7,10508,49283,7/11/2020,9018390000,Medical syringes and needles,BH,BH,BH,BH,SA,SA,NMB,64.0,0.26,EXW,6.26,3.21,16.64,420.06,503.27,Released,6,4,2701,765,,,CR_HASH_165,,CR_HASH_019,2020-07-11,2020-07,901839000000,90,901839,True,Re-export,6.26,16.64,3.21,420.06,503.27,SA,CR_HASH_019,Medical syringes and needles
2020-2701-8-10509-1,2020-2701-8-10509,2020,2701,Khalifa Bin Salman Port,IM,8,10509,59531,1/27/2020,9018390000,Medical syringes and needles,AE,AE,AE,AE,BH,BH,NMB,184.0,0.34,FOB,23.52,1.26,62.56,1183.58,1317.35,Released,3,5,2701,920,,,CR_HASH_116,CR_HASH_025,,2020-01-27,2020-01,901839000000,90,901839,False,Import,23.52,62.56,1.26,1183.58,1317.35,AE,CR_HASH_025,Medical syringes and needles
