item_id,declaration_id,year,customs_office_code,customs_office_name,regime,registration_serial,registration_number,reference_number,registration_date,hs_code,commercial_description,country_of_origin,country_of_origin_code,country_of_export,country_of_export_code,country_of_destination,country_of_destination_code,uom,qty_by_uom,actual_unit_price,price_basis,local_amount,sup_amount,invoice_amount,net_weight,gross_weight,status,specification_code,warehouse_code,exit_office_code,exit_officer_id,operation_name,operation_date,encrypted_declarant_cr,encrypted_consignee_cr,encrypted_exporter_cr
2022-2601-2-10165-1,2022-2601-2-10165,2022,2601,Dry Port - Hidd,IM,2,10165,62876,8/31/2022,8517120000,Cellular telephones,US,US,US,US,BH,BH,NMB,139.0,789.65,CIF,41270.27,2.85,109761.35,874.16,967.55,Pending,2,9,2601,919,,,CR_HASH_066,CR_HASH_015,
2022-2601-1-10166-1,2022-2601-1-10166,2022,2601,Dry Port - Hidd,RE,1,10166,77636,10/17/2022,8504400090,Static converters,US,US,BH,BH,CN,CN,NMB,86.0,183.63,CIF,5937.86,3.76,15792.18,405.5,433.47,Released,8,8,2601,637,,,CR_HASH_024,CR_HASH_035,
2022-2801-6-10167-1,2022-2801-6-10167,2022,2801,King Fahd Causeway,IM,6,10167,68355,8/18/2022,1006301000,Long-grain milled rice,AE,AE,AE,AE,BH,BH,KGM,4228.03,1.36,FOB,2162.05,1.35,5750.12,4228.03,4985.07,Released,9,4,2801,733,,,CR_HASH_188,CR_HASH_037,
2022-2601-2-10168-1,2022-2601-2-10168,2022,2601,Dry Port - Hidd,EX,2,10168,62807,9/14/2022,6109100000,Cotton t-shirts,BH,BH,BH,BH,CN,CN,NMB,19.0,13.54,FOB,96.73,1.88,257.26,51.15,61.17,Released,3,7,2601,135,,,CR_HASH_042,,CR_HASH_035
2022-2701-6-10169-1,2022-2701-6-10169,2022,2701,Khalifa Bin Salman Port,EX,6,10169,49251,1/27/2022,8471300000,Portable laptop computers,BH,BH,BH,BH,SA,SA,NMB,179.0,624.17,CIF,42009.14,2.85,111726.43,722.68,811.5,Released,6,4,2701,363,,,CR_HASH_002,,CR_HASH_043
2022-2701-9-10170-1,2022-2701-9-10170,2022,2701,Khalifa Bin Salman Port,IM,9,10170,84206,8/7/2022,6109100000,Cotton t-shirts,CN,CN,CN,CN,BH,BH,NMB,199.0,3.02,FOB,225.97,4.64,600.98,528.55,568.82,Held,1,9,2701,160,,,CR_HASH_026,CR_HASH_038,
2022-2601-7-10171-1,2022-2601-7-10171,2022,2601,Dry Port - Hidd,IM,7,10171,43905,1/10/2022,8471300000,Portable laptop computers,CN,CN,CN,CN,BH,BH,NMB,59.0,790.92,CIF,17545.77,1.12,46664.28,249.86,284.11,Held,7,4,2601,186,,,CR_HASH_066,CR_HASH_008,
2022-2501-8-10172-1,2022-2501-8-10172,2022,2501,Bahrain International Airport,IM,8,10172,10139,9/9/2022,9018390000,Medical syringes and needles,CN,CN,CN,CN,BH,BH,NMB,74.0,0.31,CIF,8.63,4.38,22.94,440.97,482.07,Released,8,1,2501,179,,,CR_HASH_002,CR_HASH_036,
2022-2501-8-10173-1,2022-2501-8-10173,2022,2501,Bahrain International Airport,IM,8,10173,46092,4/20/2022,8471300000,Portable laptop computers,US,US,JP,JP,BH,BH,NMB,109.0,302.56,CIF,12400.12,4.24,32979.04,454.17,510.99,Pending,1,3,2501,529,,,CR_HASH_222,CR_HASH_049,
2022-2801-2-10174-1,2022-2801-2-10174,2022,2801,King Fahd Causeway,IM,2,10174,37492,2/5/2022,6109100000,Cotton t-shirts,US,US,US,US,BH,BH,NMB,183.0,5.42,EXW,372.94,2.14,991.86,725.91,797.8,Released,1,2,2801,824,,,CR_HASH_171,CR_HASH_035,
2022-2501-6-10175-1,2022-2501-6-10175,2022,2501,Bahrain International Airport,EX,6,10175,36593,11/15/2022,8703221000,Passenger cars 1000-1500cc,BH,BH,BH,BH,CN,CN,NMB,27.0,18877.19,EXW,191641.23,4.94,509684.13,44.0,46.26,Released,1,4,2501,772,,,CR_HASH_029,,CR_HASH_003
2022-2501-8-10176-1,2022-2501-8-10176,2022,2501,Bahrain International Airport,IM,8,10176,45184,2/8/2022,8703221000,Passenger cars 1000-1500cc,AE,AE,JP,JP,BH,BH,NMB,69.0,12184.09,FOB,316104.03,3.18,840702.21,167.82,180.98,Released,8,7,2501,777,,,CR_HASH_126,CR_HASH_007,
2022-2801-4-10177-1,2022-2801-4-10177,2022,2801,King Fahd Causeway,IM,4,10177,27723,6/20/2022,9018390000,Medical syringes and needles,US,US,US,US,BH,BH,NMB,41.0,0.3,FOB,4.62,2.69,12.3,230.18,275.34,Released,1,4,2801,312,,,CR_HASH_125,CR_HASH_021,
2022-2701-2-10178-1,2022-2701-2-10178,2022,2701,Khalifa Bin Salman Port,IM,2,10178,16175,12/23/2022,8471300000,Portable laptop computers,SA,SA,SA,SA,BH,BH,NMB,170.0,23.05,CIF,1473.36,3.34,3918.5,1232.85,1428.69,Released,3,7,2701,153,,,CR_HASH_232,CR_HASH_006,
2022-2801-7-10179-1,2022-2801-7-10179,2022,2801,King Fahd Causeway,EX,7,10179,70438,10/30/2022,9018390000,Medical syringes and needles,BH,BH,BH,BH,DE,DE,NMB,117.0,0.2,EXW,8.8,4.99,23.4,574.05,659.96,Released,2,1,2801,281,,,CR_HASH_103,,CR_HASH_022
2022-2701-4-10180-1,2022-2701-4-10180,2022,2701,Khalifa Bin Salman Port,IM,4,10180,27031,9/10/2022,1006301000,Long-grain milled rice,AE,AE,AE,AE,BH,BH,KGM,2900.69,0.45,FOB,490.8,4.06,1305.31,2900.69,3331.73,Released,6,9,2701,583,,,CR_HASH_155,CR_HASH_036,
2022-2701-7-10181-1,2022-2701-7-10181,2022,2701,Khalifa Bin Salman Port,EX,7,10181,29956,1/10/2022,8517120000,Cellular telephones,BH,BH,BH,BH,SA,SA,NMB,21.0,680.14,CIF,5370.39,4.22,14282.94,24.74,28.17,Released,4,6,2701,963,,,CR_HASH_069,,CR_HASH_009
2022-2601-4-10182-1,2022-2601-4-10182,2022,2601,Dry Port - Hidd,EX,4,10182,43821,8/4/2022,8504400090,Static converters,BH,BH,BH,BH,AE,AE,NMB,89.0,220.1,CIF,7365.43,2.18,19588.9,290.3,307.01,Pending,9,4,2601,554,,,CR_HASH_195,,CR_HASH_008
2022-2501-9-10183-1,2022-2501-9-10183,2022,2501,Bahrain International Airport,IM,9,10183,26844,12/26/2022,8517120000,Cellular telephones,IN,IN,AE,AE,BH,BH,NMB,45.0,997.3,FOB,16874.32,0.73,44878.5,59.9,68.36,Pending,9,9,2501,894,,,CR_HASH_225,CR_HASH_047,
2022-2701-9-10184-1,2022-2701-9-10184,2022,2701,Khalifa Bin Salman Port,IM,9,10184,34947,8/25/2022,8703221000,Passenger cars 1000-1500cc,CN,CN,CN,CN,BH,BH,NMB,128.0,21389.02,EXW,1029410.75,4.73,2737794.56,976.48,1146.75,Released,6,9,2701,150,,,CR_HASH_053,CR_HASH_036,
2022-2801-6-10185-1,2022-2801-6-10185,2022,2801,King Fahd Causeway,IM,6,10185,92320,7/14/2022,9018390000,Medical syringes and needles,CN,CN,CN,CN,BH,BH,NMB,93.0,0.24,FOB,8.39,1.47,22.32,630.06,675.35,Released,2,4,2801,606,,,CR_HASH_006,CR_HASH_012,
2022-2601-7-10186-1,2022-2601-7-10186,2022,2601,Dry Port - Hidd,EX,7,10186,65812,10/22/2022,6109100000,Cotton t-shirts,BH,BH,BH,BH,JP,JP,NMB,59.0,3.96,FOB,87.85,3.61,233.64,396.37,453.72,Released,5,1,2601,131,,,CR_HASH_228,,CR_HASH_027
2022-2801-6-10187-1,2022-2801-6-10187,2022,2801,King Fahd Causeway,IM,6,10187,22404,12/16/2022,8517120000,Cellular telephones,AE,AE,AE,AE,BH,BH,NMB,156.0,515.01,FOB,30208.43,2.19,80341.56,589.28,648.77,Released,9,4,2801,255,,,CR_HASH_207,CR_HASH_013,
2022-2601-9-10188-1,2022-2601-9-10188,2022,2601,Dry Port - Hidd,IM,9,10188,33614,8/13/2022,0102211000,"Live cattle, pure-bred breeding",DE,DE,DE,DE,BH,BH,NMB,110.0,1648.78,CIF,68193.54,0.64,181365.8,626.54,660.22,Released,8,6,2601,653,,,CR_HASH_136,CR_HASH_012,
2022-2501-7-10189-1,2022-2501-7-10189,2022,2501,Bahrain International Airport,IM,7,10189,69276,9/5/2022,0102211000,"Live cattle, pure-bred breeding",CN,CN,CN,CN,BH,BH,NMB,103.0,1826.71,FOB,70744.82,3.88,188151.13,557.48,668.6,Released,8,4,2501,590,,,CR_HASH_094,CR_HASH_001,
2022-2701-3-10190-1,2022-2701-3-10190,2022,2701,Khalifa Bin Salman Port,EX,3,10190,74989,2/27/2022,6109100000,Cotton t-shirts,BH,BH,BH,BH,TR,TR,NMB,160.0,3.59,CIF,215.97,0.52,574.4,111.22,130.73,Released,5,8,2701,400,,,CR_HASH_089,,CR_HASH_004
2022-2501-2-10191-1,2022-2501-2-10191,2022,2501,Bahrain International Airport,EX,2,10191,75974,3/16/2022,1006301000,Long-grain milled rice,BH,BH,BH,BH,SA,SA,KGM,2071.62,1.24,EXW,965.87,0.9,2568.81,2071.62,2213.86,Released,4,9,2501,947,,,CR_HASH_204,,CR_HASH_015
2022-2801-4-10192-1,2022-2801-4-10192,2022,2801,King Fahd Causeway,EX,4,10192,82338,7/27/2022,1006301000,Long-grain milled rice,BH,BH,BH,BH,CN,CN,KGM,3370.24,0.9,CIF,1140.49,3.5,3033.22,3370.24,3611.63,Released,4,3,2801,897,,,CR_HASH_116,,CR_HASH_031
2022-2801-5-10193-1,2022-2801-5-10193,2022,2801,King Fahd Causeway,IM,5,10193,88972,12/3/2022,1006301000,Long-grain milled rice,CN,CN,SA,SA,BH,BH,KGM,3887.19,0.07,EXW,102.31,1.53,272.1,3887.19,4607.57,Pending,6,9,2801,909,,,CR_HASH_205,CR_HASH_018,
2022-2501-4-10194-1,2022-2501-4-10194,2022,2501,Bahrain International Airport,IM,4,10194,72905,7/28/2022,8504400090,Static converters,CN,CN,CN,CN,BH,BH,NMB,112.0,105.37,FOB,4437.34,2.43,11801.44,473.11,559.77,Released,5,6,2501,288,,,CR_HASH_136,CR_HASH_031,
2022-2801-4-10195-1,2022-2801-4-10195,2022,2801,King Fahd Causeway,IM,4,10195,81886,4/2/2022,8517120000,Cellular telephones,IN,IN,IN,IN,BH,BH,NMB,142.0,935.98,CIF,49973.84,4.31,132909.16,1009.92,1170.91,Released,1,9,2801,259,,,CR_HASH_179,CR_HASH_046,
2022-2501-8-10196-1,2022-2501-8-10196,2022,2501,Bahrain International Airport,IM,8,10196,45689,6/3/2022,2710192100,Gas oils for diesel engines,AE,AE,AE,AE,BH,BH,LTR,9330.97,1.13,EXW,3964.54,1.61,10544.0,7419.57,8726.19,Released,2,5,2501,606,,,CR_HASH_186,CR_HASH_034,
2022-2601-9-10197-1,2022-2601-9-10197,2022,2601,Dry Port - Hidd,IM,9,10197,30389,10/22/2022,6109100000,Cotton t-shirts,AE,AE,AE,AE,BH,BH,NMB,14.0,9.47,FOB,49.85,2.62,132.58,48.86,54.76,Released,8,7,2601,770,,,CR_HASH_078,CR_HASH_029,
2022-2601-6-10198-1,2022-2601-6-10198,2022,2601,Dry Port - Hidd,IM,6,10198,32960,1/25/2022,9018390000,Medical syringes and needles,CN,CN,CN,CN,BH,BH,NMB,116.0,0.12,FOB,5.23,4.77,13.92,265.74,305.79,Released,4,4,2601,154,,,CR_HASH_213,CR_HASH_009,
2022-2501-9-10199-1,2022-2501-9-10199,2022,2501,Bahrain International Airport,IM,9,10199,12230,11/16/2022,1006301000,Long-grain milled rice,US,US,DE,DE,BH,BH,KGM,912.74,1.3,FOB,446.15,4.16,1186.56,912.74,1052.67,Released,7,1,2501,521,,,CR_HASH_168,CR_HASH_027,
2022-2801-3-10200-1,2022-2801-3-10200,2022,2801,King Fahd Causeway,RE,3,10200,96535,7/5/2022,0102211000,"Live cattle, pure-bred breeding",CN,CN,BH,BH,US,US,NMB,71.0,1892.77,CIF,50529.39,2.76,134386.67,168.45,180.4,Released,9,4,2801,110,,,CR_HASH_008,CR_HASH_043,
2022-2701-5-10201-1,2022-2701-5-10201,2022,2701,Khalifa Bin Salman Port,IM,5,10201,45410,6/4/2022,8703221000,Passenger cars 1000-1500cc,CN,CN,CN,CN,BH,BH,NMB,184.0,12105.63,FOB,837515.91,0.51,2227435.92,1174.9,1257.73,Held,7,3,2701,277,,,CR_HASH_202,CR_HASH_008,
2022-2501-4-10202-1,2022-2501-4-10202,2022,2501,Bahrain International Airport,IM,4,10202,58020,7/22/2022,8703221000,Passenger cars 1000-1500cc,AE,AE,AE,AE,BH,BH,NMB,55.0,14200.75,CIF,293671.51,3.94,781041.25,264.81,281.75,Held,4,5,2501,803,,,CR_HASH_076,CR_HASH_042,
2022-2501-7-10203-1,2022-2501-7-10203,2022,2501,Bahrain International Airport,IM,7,10203,91557,3/6/2022,8517120000,Cellular telephones,SA,SA,SA,SA,BH,BH,NMB,154.0,136.23,EXW,7888.26,3.64,20979.42,170.31,201.36,Released,7,6,2501,572,,,CR_HASH_102,CR_HASH_040,
2022-2701-7-10204-1,2022-2701-7-10204,2022,2701,Khalifa Bin Salman Port,IM,7,10204,99189,6/9/2022,3923301000,Plastic bottles for packaging,TH,TH,SA,SA,BH,BH,NMB,123.0,0.32,CIF,14.8,4.1,39.36,684.51,805.1,Released,2,8,2701,238,,,CR_HASH_111,CR_HASH_041,
2022-2501-7-10205-1,2022-2501-7-10205,2022,2501,Bahrain International Airport,IM,7,10205,29847,1/18/2022,6109100000,Cotton t-shirts,CN,CN,CN,CN,BH,BH,NMB,71.0,10.43,FOB,278.44,1.47,740.53,97.77,104.17,Released,7,3,2501,717,,,CR_HASH_024,CR_HASH_032,
2022-2701-6-10206-1,2022-2701-6-10206,2022,2701,Khalifa Bin Salman Port,IM,6,10206,86522,9/18/2022,3923301000,Plastic bottles for packaging,SA,SA,AE,AE,BH,BH,NMB,91.0,0.69,FOB,23.61,3.56,62.79,623.3,708.66,Released,7,4,2701,997,,,CR_HASH_132,CR_HASH_031,
2022-2601-6-10207-1,2022-2601-6-10207,2022,2601,Dry Port - Hidd,IM,6,10207,14046,1/4/2022,8471300000,Portable laptop computers,US,US,US,US,BH,BH,NMB,90.0,227.37,CIF,7694.2,3.62,20463.3,169.07,181.73,Held,4,1,2601,499,,,CR_HASH_149,CR_HASH_002,
2022-2601-6-10208-1,2022-2601-6-10208,2022,2601,Dry Port - Hidd,IM,6,10208,97671,1/11/2022,8703221000,Passenger cars 1000-1500cc,JP,JP,JP,JP,BH,BH,NMB,57.0,84672.65,EXW,1814704.23,3.83,4826341.05,318.83,337.36,Released,5,3,2601,297,,,CR_HASH_219,CR_HASH_047,
2022-2801-5-10209-1,2022-2801-5-10209,2022,2801,King Fahd Causeway,IM,5,10209,34342,10/31/2022,8504400090,Static converters,IN,IN,IN,IN,BH,BH,NMB,26.0,129.27,FOB,1263.74,0.71,3361.02,138.42,158.83,Released,2,8,2801,442,,,CR_HASH_056,CR_HASH_025,
2022-2701-4-10210-1,2022-2701-4-10210,2022,2701,Khalifa Bin Salman Port,IM,4,10210,38066,6/8/2022,8504400090,Static converters,CN,CN,JP,JP,BH,BH,NMB,49.0,76.07,EXW,1401.51,1.94,3727.43,162.85,180.28,Released,7,3,2701,944,,,CR_HASH_070,CR_HASH_022,
2022-2701-9-10211-1,2022-2701-9-10211,2022,2701,Khalifa Bin Salman Port,IM,9,10211,85141,6/19/2022,1006301000,Long-grain milled rice,AE,AE,AE,AE,BH,BH,KGM,3764.17,0.9,CIF,1273.79,2.35,3387.75,3764.17,4011.24,Released,6,3,2701,936,,,CR_HASH_104,CR_HASH_021,
2022-2501-7-10212-1,2022-2501-7-10212,2022,2501,Bahrain International Airport,IM,7,10212,57613,3/23/2022,6109100000,Cotton t-shirts,CN,CN,CN,CN,BH,BH,NMB,178.0,2.26,FOB,151.26,1.23,402.28,455.55,505.75,Released,2,1,2501,382,,,CR_HASH_114,CR_HASH_017,
2022-2601-3-10213-1,2022-2601-3-10213,2022,2601,Dry Port - Hidd,EX,3,10213,23189,7/20/2022,1006301000,Long-grain milled rice,BH,BH,BH,BH,CN,CN,KGM,1186.93,0.43,EXW,191.9,3.28,510.38,1186.93,1268.86,Pending,6,6,2601,589,,,CR_HASH_137,,CR_HASH_010
2022-2701-1-10214-1,2022-2701-1-10214,2022,2701,Khalifa Bin Salman Port,IM,1,10214,70018,12/27/2022,2710192100,Gas oils for diesel engines,US,US,DE,DE,BH,BH,LTR,4478.26,0.86,FOB,1448.09,4.86,3851.3,3492.35,4189.28,Released,1,4,2701,929,,,CR_HASH_121,CR_HASH_019,
2022-2701-6-10215-1,2022-2701-6-10215,2022,2701,Khalifa Bin Salman Port,EX,6,10215,86894,5/24/2022,8504400090,Static converters,BH,BH,BH,BH,US,US,NMB,174.0,147.35,EXW,9640.23,3.69,25638.9,289.26,314.32,Released,8,9,2701,598,,,CR_HASH_038,,CR_HASH_013
2022-2801-2-10216-1,2022-2801-2-10216,2022,2801,King Fahd Causeway,IM,2,10216,92189,1/3/2022,8517120000,Cellular telephones,SA,SA,AE,AE,BH,BH,NMB,135.0,165.99,FOB,8425.65,4.47,22408.65,773.5,881.13,Pending,7,8,2801,524,,,CR_HASH_144,CR_HASH_011,
2022-2601-7-10217-1,2022-2601-7-10217,2022,2601,Dry Port - Hidd,RE,7,10217,76994,9/27/2022,8471300000,Portable laptop computers,CN,CN,BH,BH,US,US,NMB,182.0,157.27,FOB,10762.3,1.96,28623.14,1203.31,1293.92,Released,8,1,2601,960,,,CR_HASH_166,CR_HASH_014,
2022-2801-9-10218-1,2022-2801-9-10218,2022,2801,King Fahd Causeway,EX,9,10218,11062,8/26/2022,8517120000,Cellular telephones,BH,BH,BH,BH,AE,AE,NMB,19.0,262.74,CIF,1877.01,4.61,4992.06,57.43,61.65,Released,2,8,2801,689,,,CR_HASH_194,,CR_HASH_026
2022-2801-1-10219-1,2022-2801-1-10219,2022,2801,King Fahd Causeway,IM,1,10219,27983,12/20/2022,8504400090,Static converters,US,US,US,US,BH,BH,NMB,118.0,86.57,FOB,3840.94,1.08,10215.26,566.85,610.78,Released,9,9,2801,554,,,CR_HASH_064,CR_HASH_023,
2022-2801-2-10220-1,2022-2801-2-10220,2022,2801,King Fahd Causeway,EX,2,10220,64561,5/27/2022,6109100000,Cotton t-shirts,BH,BH,BH,BH,AE,AE,NMB,136.0,11.31,CIF,578.35,1.59,1538.16,351.78,374.62,Released,5,1,2801,966,,,CR_HASH_177,,CR_HASH_036
2022-2801-2-10221-1,2022-2801-2-10221,2022,2801,King Fahd Causeway,EX,2,10221,84218,7/20/2022,0102211000,"Live cattle, pure-bred breeding",BH,BH,BH,BH,US,US,NMB,122.0,2144.47,FOB,98371.13,1.45,261625.34,563.29,639.03,Held,9,7,2801,188,,,CR_HASH_013,,CR_HASH_024
2022-2801-6-10222-1,2022-2801-6-10222,2022,2801,King Fahd Causeway,IM,6,10222,77574,8/15/2022,8703221000,Passenger cars 1000-1500cc,IN,IN,IN,IN,BH,BH,NMB,94.0,19913.5,CIF,703822.74,4.5,1871869.0,125.08,132.83,Released,5,7,2801,503,,,CR_HASH_061,CR_HASH_038,
2022-2701-3-10223-1,2022-2701-3-10223,2022,2701,Khalifa Bin Salman Port,IM,3,10223,20144,9/12/2022,9018390000,Medical syringes and needles,US,US,US,US,BH,BH,NMB,142.0,0.48,FOB,25.63,1.91,68.16,489.81,568.84,Released,2,4,2701,339,,,CR_HASH_148,CR_HASH_024,
2022-2801-1-10224-1,2022-2801-1-10224,2022,2801,King Fahd Causeway,IM,1,10224,65600,11/7/2022,6109100000,Cotton t-shirts,CN,CN,CN,CN,BH,BH,NMB,128.0,61.35,EXW,2952.65,1.33,7852.8,1009.95,1167.42,Released,6,6,2801,907,,,CR_HASH_095,CR_HASH_036,
2022-2501-9-10225-1,2022-2501-9-10225,2022,2501,Bahrain International Airport,EX,9,10225,81028,5/19/2022,6109100000,Cotton t-shirts,BH,BH,BH,BH,DE,DE,NMB,153.0,7.82,CIF,449.87,4.49,1196.46,605.48,694.11,Released,1,8,2501,682,,,CR_HASH_170,,CR_HASH_046
2022-2801-6-10226-1,2022-2801-6-10226,2022,2801,King Fahd Causeway,IM,6,10226,32002,1/10/2022,6109100000,Cotton t-shirts,CN,CN,CN,CN,BH,BH,NMB,173.0,10.03,CIF,652.43,2.18,1735.19,862.12,962.37,Held,1,5,2801,921,,,CR_HASH_124,CR_HASH_007,
2022-2701-2-10227-1,2022-2701-2-10227,2022,2701,Khalifa Bin Salman Port,IM,2,10227,40373,5/30/2022,8517120000,Cellular telephones,DE,DE,SA,SA,BH,BH,NMB,146.0,593.3,CIF,32569.8,3.24,86621.8,1024.66,1215.27,Released,7,3,2701,314,,,CR_HASH_181,CR_HASH_033,
2022-2501-2-10228-1,2022-2501-2-10228,2022,2501,Bahrain International Airport,EX,2,10228,81955,3/23/2022,0102211000,"Live cattle, pure-bred breeding",BH,BH,BH,BH,US,US,NMB,132.0,2127.56,EXW,105595.06,4.44,280837.92,269.21,300.99,Released,9,2,2501,864,,,CR_HASH_186,,CR_HASH_027
2022-2801-2-10229-1,2022-2801-2-10229,2022,2801,King Fahd Causeway,IM,2,10229,14877,5/23/2022,1006301000,Long-grain milled rice,CN,CN,CN,CN,BH,BH,KGM,332.62,0.49,EXW,61.28,3.92,162.98,332.62,396.81,Released,6,1,2801,707,,,CR_HASH_056,CR_HASH_010,
2022-2601-7-10230-1,2022-2601-7-10230,2022,2601,Dry Port - Hidd,IM,7,10230,52773,7/31/2022,6109100000,Cotton t-shirts,TH,TH,TH,TH,BH,BH,NMB,88.0,14.19,FOB,469.52,1.22,1248.72,513.37,589.59,Released,7,8,2601,343,,,CR_HASH_002,CR_HASH_023,
2022-2601-6-10231-1,2022-2601-6-10231,2022,2601,Dry Port - Hidd,IM,6,10231,72000,12/31/2022,8517120000,Cellular telephones,CN,CN,CN,CN,BH,BH,NMB,183.0,464.38,EXW,31953.06,2.42,84981.54,835.04,892.93,Pending,3,9,2601,585,,,CR_HASH_083,CR_HASH_031,
2022-2701-1-10232-1,2022-2701-1-10232,2022,2701,Khalifa Bin Salman Port,EX,1,10232,63561,2/5/2022,0102211000,"Live cattle, pure-bred breeding",BH,BH,BH,BH,CN,CN,NMB,144.0,2093.74,CIF,113363.46,4.98,301498.56,911.06,1008.07,Released,1,3,2701,843,,,CR_HASH_005,,CR_HASH_015
2022-2701-1-10233-1,2022-2701-1-10233,2022,2701,Khalifa Bin Salman Port,IM,1,10233,26752,5/29/2022,8504400090,Static converters,CN,CN,CN,CN,BH,BH,NMB,14.0,218.86,FOB,1152.08,0.82,3064.04,44.16,47.19,Released,8,1,2701,803,,,CR_HASH_178,CR_HASH_020,
2022-2601-3-10234-1,2022-2601-3-10234,2022,2601,Dry Port - Hidd,IM,3,10234,58667,12/1/2022,8504400090,Static converters,SA,SA,SA,SA,BH,BH,NMB,196.0,242.16,CIF,17846.22,3.22,47463.36,1113.25,1184.98,Released,9,6,2601,704,,,CR_HASH_017,CR_HASH_010,
2022-2701-6-10235-1,2022-2701-6-10235,2022,2701,Khalifa Bin Salman Port,EX,6,10235,94330,3/5/2022,3923301000,Plastic bottles for packaging,BH,BH,BH,BH,US,US,NMB,96.0,0.13,EXW,4.69,2.71,12.48,51.14,57.59,Released,8,2,2701,123,,,CR_HASH_169,,CR_HASH_031
2022-2801-1-10236-1,2022-2801-1-10236,2022,2801,King Fahd Causeway,IM,1,10236,29461,1/22/2022,3923301000,Plastic bottles for packaging,CN,CN,CN,CN,BH,BH,NMB,145.0,3.5,FOB,190.82,2.25,507.5,101.71,115.24,Released,5,6,2801,184,,,CR_HASH_122,CR_HASH_035,
2022-2501-6-10237-1,2022-2501-6-10237,2022,2501,Bahrain International Airport,EX,6,10237,10325,7/26/2022,3923301000,Plastic bottles for packaging,BH,BH,BH,BH,AE,AE,NMB,107.0,0.75,CIF,30.17,0.99,80.25,798.41,888.24,Released,9,1,2501,663,,,CR_HASH_190,,CR_HASH_005
2022-2501-7-10238-1,2022-2501-7-10238,2022,2501,Bahrain International Airport,IM,7,10238,85218,5/9/2022,3923301000,Plastic bottles for packaging,SA,SA,SA,SA,BH,BH,NMB,158.0,0.51,CIF,30.3,4.15,80.58,94.4,103.09,Released,7,3,2501,725,,,CR_HASH_019,CR_HASH_017,
2022-2501-8-10239-1,2022-2501-8-10239,2022,2501,Bahrain International Airport,IM,8,10239,18993,3/10/2022,9018390000,Medical syringes and needles,US,US,US,US,BH,BH,NMB,196.0,0.14,FOB,10.32,1.1,27.44,262.82,296.39,Released,5,9,2501,317,,,CR_HASH_169,CR_HASH_018,
2022-2501-4-10240-1,2022-2501-4-10240,2022,2501,Bahrain International Airport,IM,4,10240,35351,4/14/2022,8504400090,Static converters,JP,JP,JP,JP,BH,BH,NMB,65.0,227.62,EXW,5563.03,4.46,14795.3,88.48,100.29,Released,5,2,2501,973,,,CR_HASH_074,CR_HASH_017,
2022-2701-4-10241-1,2022-2701-4-10241,2022,2701,Khalifa Bin Salman Port,EX,4,10241,13867,7/6/2022,0102211000,"Live cattle, pure-bred breeding",BH,BH,BH,BH,CN,CN,NMB,189.0,863.43,CIF,61358.79,3.63,163188.27,532.15,603.88,Released,3,1,2701,112,,,CR_HASH_122,,CR_HASH_010
2022-2801-4-10242-1,2022-2801-4-10242,2022,2801,King Fahd Causeway,EX,4,10242,25596,6/24/2022,8471300000,Portable laptop computers,BH,BH,BH,BH,DE,DE,NMB,46.0,27.27,FOB,471.66,3.69,1254.42,71.36,85.2,Released,7,5,2801,837,,,CR_HASH_078,,CR_HASH_030
2022-2601-4-10243-1,2022-2601-4-10243,2022,2601,Dry Port - Hidd,EX,4,10243,27165,3/7/2022,8703221000,Passenger cars 1000-1500cc,BH,BH,BH,BH,CN,CN,NMB,29.0,7105.15,EXW,77474.56,3.33,206049.35,74.45,79.22,Released,2,4,2601,134,,,CR_HASH_081,,CR_HASH_008
2022-2501-4-10244-1,2022-2501-4-10244,2022,2501,Bahrain International Airport,IM,4,10244,87563,2/2/2022,1006301000,Long-grain milled rice,US,US,AE,AE,BH,BH,KGM,3630.25,1.04,FOB,1419.57,0.62,3775.46,3630.25,4223.59,Released,9,5,2501,386,,,CR_HASH_239,CR_HASH_025,
2022-2601-8-10245-1,2022-2601-8-10245,2022,2601,Dry Port - Hidd,IM,8,10245,59144,6/12/2022,3923301000,Plastic bottles for packaging,JP,JP,US,US,BH,BH,NMB,17.0,0.13,EXW,0.83,1.81,2.21,127.51,151.81,Released,5,1,2601,273,,,CR_HASH_018,CR_HASH_027,
2022-2801-1-10246-1,2022-2801-1-10246,2022,2801,King Fahd Causeway,IM,1,10246,93849,9/27/2022,8471300000,Portable laptop computers,US,US,US,US,BH,BH,NMB,18.0,352.3,FOB,2384.37,4.32,6341.4,117.18,133.66,Held,5,6,2801,300,,,CR_HASH_050,CR_HASH_042,
2022-2801-5-10247-1,2022-2801-5-10247,2022,2801,King Fahd Causeway,IM,5,10247,56868,1/25/2022,0102211000,"Live cattle, pure-bred breeding",US,US,US,US,BH,BH,NMB,138.0,1212.55,CIF,62916.79,4.2,167331.9,983.04,1075.3,Released,4,2,2801,272,,,CR_HASH_007,CR_HASH_045,
2022-2701-5-10248-1,2022-2701-5-10248,2022,2701,Khalifa Bin Salman Port,EX,5,10248,20448,2/7/2022,1006301000,Long-grain milled rice,BH,BH,BH,BH,US,US,KGM,3998.07,1.05,EXW,1578.44,1.98,4197.97,3998.07,4217.68,Released,2,5,2701,369,,,CR_HASH_168,,CR_HASH_026
